HadCOPD,AlcoholDrinkers,SmokerStatus,GeneralHealth,DifficultyWalking,HadDiabetes,HighBloodPressure,HadStroke,BlindOrVisionDifficulty,AgeCategory,HighCholesterol,HadKidneyDisease,Sex,HadAngina
-0.01684458,-0.098762386,-0.23374018,-0.3192634,-0.06759616,-0.08888973,-0.28933057,-0.097027704,-0.010480729,0.22781545,0.1395511,-0.024828047,0.37044507,-0.61107165
-0.018360361,0.062059324,0.05667065,-0.25322783,-0.03273904,-0.042059954,0.18396752,1.0140399,-0.005257296,0.6573701,-0.11912932,-0.017203035,0.31189832,-0.44651914
-0.026135726,-0.19347924,-0.25343645,-0.36144114,-0.08504052,-0.08004636,0.34062544,-0.108524024,-0.023052633,-0.722681,0.16796061,-0.02891163,0.28193578,-0.6459989
-0.02613799,0.10892573,-0.22760436,-0.7438858,-0.079436675,-0.07927056,-0.34210742,-0.112620115,-0.024235813,0.10449249,-0.10855222,-0.027327009,-0.45680124,-0.69699883
-0.057834398,0.096806005,0.09386857,0.034798607,0.32224134,-0.083680585,0.33259773,-0.09192305,-0.034217693,-0.4202359,0.10824954,-0.037647504,-0.37911567,-0.61278635
-0.01759429,-0.15894891,-0.24445242,0.5703884,-0.0902346,-0.045074213,0.2913266,-0.09796702,-0.034960836,-0.48190933,-0.18681611,0.35469088,0.25763896,-0.6136824
-0.02614705,-0.31049633,-0.18183374,-0.63738346,-0.13960601,0.4871195,-0.39237002,-0.11377193,-0.033670448,-1.2575408,-0.07698313,-0.022296991,0.35646462,-0.71124953
-0.029103203,-0.06438457,-0.24830645,0.07681615,-0.032555223,-0.07358056,-0.2561413,-0.103926614,-0.012599317,0.37936896,0.0989937,-0.015990067,-0.38766932,-0.5889585
-0.04330987,-0.2659599,0.33898503,0.4977235,-0.090117745,0.15362103,-0.321594,-0.072302,-0.032629754,-0.627686,0.10994669,-0.021214316,0.3170677,-0.6900314
-0.007996508,0.10639813,0.11375262,0.72545826,0.17407602,-0.1044938,-0.019388638,-0.07640422,0.0038492528,0.86368924,-0.05497424,-0.028427804,0.29881757,-0.5193984
-0.027277073,0.077714935,-0.18478382,-0.2888343,-0.08151071,0.23494123,0.19224188,-0.0756443,-0.009759678,0.8355462,-0.10849685,-0.019562706,-0.40190154,-0.53075063
-0.01758191,-0.10146313,-0.20248736,-0.64200824,-0.08362442,0.3267134,0.36589265,-0.10677617,-0.017721413,-0.07137664,0.13235174,-0.018155515,0.3382962,-0.6122113
-0.018969828,-0.152308,-0.20344685,-0.7735737,-0.08511278,-0.10413149,-0.32610384,-0.122090645,-0.017313544,-0.08910704,-0.13764806,-0.024514547,0.3228498,-0.7119676
-0.04278761,0.11963397,0.050315,-0.42062125,-0.069573164,-0.02692495,-0.14249542,-0.08020142,-0.02722986,-0.9226758,0.11655007,-0.040469687,-0.35010755,-0.71292335
-0.039491728,0.11926503,0.115899116,0.051810645,-0.07196417,-0.1034462,-0.2881496,-0.0781355,-0.009339644,-0.3965457,-0.14182046,-0.030704552,0.3282578,-0.6981163
-0.029103203,-0.06438457,-0.24830645,0.07681615,-0.032555223,-0.07358056,-0.2561413,-0.103926614,-0.012599317,0.37936896,0.0989937,-0.015990067,-0.38766932,-0.5889585
-0.05072357,0.12735945,-0.22917257,0.5298953,-0.085630946,0.12043828,-0.4110879,-0.092819534,-0.0348568,-1.0096936,0.07576377,-0.033770714,-0.44210503,-0.63200414
0.032481857,-0.16564333,0.45401418,0.3377745,-0.037381224,-0.06333847,0.20780322,-0.10152666,-0.017590005,0.24127124,0.1574768,-0.0153892385,0.24430408,-0.5258646
-0.035519715,-0.07824552,0.1266957,-0.42247757,-0.059167672,-0.066603504,-0.3442591,-0.09044467,-0.010589344,-0.06410547,0.12817506,-0.030295845,-0.3616284,-0.6842277
-0.027259124,0.06584192,-0.21481706,-0.27117714,-0.03683703,-0.063775405,0.19695526,-0.092678905,-0.021335581,0.8351568,0.11286394,-0.018353008,-0.38014162,-0.5437859
-0.03366352,0.1566774,0.10275813,-0.32311538,-0.0963321,0.2053752,-0.2682643,-0.07838787,-0.012695206,-0.38012433,-0.12349495,-0.02802294,0.35123366,-0.7221198
0.18585794,-0.060378544,0.18736634,0.42142305,0.17020637,-0.09117974,0.22227518,-0.0954184,-0.019352831,0.08140354,0.12403541,-0.02879231,-0.32505178,-0.54002976
-0.03419707,-0.13713019,-0.2446159,-0.47149014,-0.13002004,-0.036261007,-0.3769306,-0.0809059,-0.031509858,-0.84749407,-0.13987656,0.45695114,-0.27154174,-0.71963745
-0.01783797,0.0918817,-0.22483075,-0.3121763,-0.079037935,0.27558476,0.25583175,-0.08551873,-0.010361629,0.14086731,0.12765993,-0.019961929,0.40938458,-0.5347317
-0.016876714,-0.10587232,-0.29160017,-0.0194023,-0.0048486763,-0.06406472,0.10359128,-0.10137087,-0.0050464035,0.26898304,0.084919155,-0.0023758067,0.25369316,2.0224445
-0.043811727,0.1362019,0.047623735,0.07371747,-0.10285437,-0.061021596,-0.43516693,-0.09935601,-0.033039283,-0.8526782,0.15243447,-0.03521131,0.31687638,-0.696792
-0.014028356,-0.0950358,-0.20644218,-0.22548084,-0.073617496,0.27997693,0.19656166,-0.091268785,-0.007871314,0.5451475,0.11602802,-0.003926189,0.40306225,-0.514411
-0.035963822,-0.1660374,-0.20685461,0.06216074,-0.107815035,0.23927014,0.37153798,-0.09336335,-0.021189455,-0.82297623,0.13650931,-0.021812925,0.28679597,-0.61746794
0.07716783,0.12105499,0.4578886,0.35355198,-0.03873208,-0.09155212,-0.29755148,-0.08300064,-0.035258275,0.13673218,0.15225324,-0.031659756,0.298611,-0.58275753
-0.040860787,0.14651133,0.0665962,-0.72165954,-0.08675793,-0.07021835,-0.37770316,-0.09254988,-0.026526125,-0.31780866,-0.12897201,-0.03069773,-0.38319346,-0.7524149
-0.022757057,-0.2308003,-0.15940529,0.40315437,-0.14496006,0.43616036,0.37238404,-0.11434184,-0.033340566,-1.02261,0.110291325,-0.028874062,0.28094265,-0.60425913
-0.030008301,-0.17180847,-0.23093492,0.06896121,-0.085696876,-0.0989194,-0.26870432,-0.09938749,-0.023923486,-0.757438,-0.13408223,-0.024577614,0.28835443,-0.7023978
-0.030825308,0.09364928,-0.2772786,0.3306274,-0.052992385,-0.07095462,0.18620011,-0.1036563,0.06538753,0.28197017,-0.14872609,-0.03962687,-0.34747416,-0.5307995
-0.04602457,0.1552052,0.09934087,0.060138788,-0.083614714,-0.10173495,-0.2783484,-0.08112822,-0.015730552,-0.6429838,-0.13891894,-0.029230535,0.33520013,-0.7096545
-0.03298817,-0.108281024,0.09550642,-0.859863,-0.079492725,-0.07828447,-0.37430054,-0.11434808,-0.020905592,-0.022699377,-0.14010103,-0.028689627,-0.37024274,-0.74862516
-0.025735285,0.08601359,-0.20935082,-0.59185696,-0.04328073,-0.076280236,0.3141644,-0.11073343,-0.027030537,0.790011,0.11120211,-0.018358875,-0.41214028,-0.6073764
0.10366611,0.03557986,0.091736175,0.4934849,0.13975127,0.034758944,0.079118624,0.5319224,-0.048990183,-0.04970002,-0.08475824,0.26024815,-0.37125936,1.8537997
-0.03379579,0.07420991,-0.21419428,0.06383243,-0.061052136,-0.084005535,-0.2997288,-0.100482166,-0.017864883,-0.042125903,-0.12706897,-0.0261708,-0.38911903,-0.6287128
-0.021919215,0.0732937,0.13446867,-0.023489565,-0.010402637,-0.08307722,0.110695094,-0.071707875,-0.0044723446,0.12788068,0.1096578,-0.025775906,0.26441064,2.1266317
-0.024975277,0.08405507,-0.19642964,-0.28819174,-0.05972589,-0.07052994,0.18825705,-0.09423513,-0.016303463,0.8668269,-0.12609327,-0.019278266,-0.35482675,-0.54708284
-0.018857334,-0.18814218,0.41809893,0.035359498,-0.1089473,-0.08988914,-0.3517506,-0.119151466,-0.05592619,-1.5578634,-0.18099721,-0.031531755,0.22521485,-0.7269942
-0.03292712,0.12390595,-0.335802,-0.058229312,-0.045710027,-0.06440609,0.07843588,-0.079970635,0.11759935,0.055158496,-0.1686565,0.3110156,0.23216702,2.0119379
-0.020388693,0.070108734,-0.25817996,0.31366256,0.23243181,0.028762242,0.15730132,-0.102768034,-0.016000733,0.30057135,-0.05189567,-0.01652878,-0.4131854,-0.5188194
-0.026867604,-0.1104191,-0.22756633,-0.81184816,-0.07795311,-0.07999922,-0.3571977,-0.120359026,-0.019817632,0.14510812,-0.12271995,-0.026818512,-0.4347592,-0.6983284
-0.011012568,0.085937835,0.15675569,0.31835312,-0.02809522,0.27226356,0.066703975,-0.06292461,0.0030956522,0.11679557,-0.11230886,-0.02104764,0.3072832,2.0832255
-0.03282985,0.08364925,-0.23325385,0.061632134,0.2291399,-0.093766645,0.17869508,-0.104563825,-0.017032534,0.3777888,-0.054860167,-0.015486357,-0.39231926,-0.52799284
-0.051246274,0.1636186,0.065665685,0.063518815,-0.11273691,0.2819386,0.32767946,-0.081877396,-0.013414382,-0.78655016,-0.1568232,-0.028159747,0.31925657,-0.63177824
-0.026268795,-0.093242474,-0.1852645,-0.27886033,-0.06442483,-0.07215869,0.17328289,-0.103725396,-0.0112189455,0.82547945,-0.1475204,0.21751757,-0.30989018,-0.5399768
-0.03377794,-0.09244471,0.098930076,0.10752214,-0.09862608,0.092216134,0.35953245,-0.12048629,-0.03783972,-0.8881748,-0.16176955,-0.034906898,-0.30790097,-0.66534877
-0.039896563,-0.1339013,-0.22339363,-0.38826603,-0.08626885,-0.07476327,-0.318381,-0.09700894,-0.017002888,-0.44672087,-0.13737586,-0.028871557,-0.33704457,-0.7077687
0.27789378,0.12239983,-0.098738216,0.66922224,0.24384414,0.25356823,0.10057884,0.6104598,-0.02335816,0.12321763,-0.09116712,-0.0266801,0.3958428,2.172033
-0.019579146,-0.16935368,-0.250095,-0.06851277,0.075585425,-0.056280464,0.06330746,-0.0901059,-0.014301881,0.28129932,0.05735541,0.0900637,0.20753537,1.8205401
-0.025087152,0.14355426,0.5900041,0.43123713,-0.05072128,0.06239038,0.35682398,-0.10143468,-0.036158025,-0.70994604,0.1574036,-0.03632711,0.26483327,-0.611156
-0.023739276,-0.15636997,-0.20821749,-0.3609951,-0.10204123,-0.082337,-0.37097147,-0.120730765,-0.04183066,-1.449292,-0.12149587,-0.03391251,-0.33226588,-0.6958901
-0.028186137,-0.105358094,0.57853764,0.13501777,-0.07919006,-0.03081938,-0.3745833,-0.09522391,-0.047560617,-0.8295662,-0.173796,-0.038428742,-0.24819693,-0.7052232
-0.04158505,0.19122075,0.040032048,-0.68705827,-0.120127246,-0.07362176,-0.3480427,-0.104284585,-0.025811963,-1.0185014,-0.12969096,-0.032083213,0.32272434,-0.74863625
-0.02386626,-0.050950564,0.06832974,-0.4073649,-0.02330522,-0.018580286,-0.30584645,1.201824,-0.0059753973,-0.031900477,0.054714907,-0.020739065,-0.3666136,-0.5890841
-0.015770063,-0.230031,-0.21197462,-0.5702458,-0.12961817,-0.10184466,-0.40283448,-0.1329522,-0.039455246,-1.3923463,-0.13483438,-0.027569953,0.30500907,-0.7191855
-0.014523366,-0.15780582,-0.20067702,-0.7803686,-0.08255448,-0.10014894,-0.27082217,-0.116931625,-0.009852673,0.630923,-0.1164045,-0.011848818,0.4173517,-0.65408117
-0.0051099043,-0.032245517,0.08657839,0.30625752,0.0031225067,-0.04571694,0.17015271,0.9989822,-0.005284091,0.49135402,0.087693684,-0.018138533,0.26235363,-0.42830032
-0.038474772,-0.1239851,0.10537826,0.11255404,-0.0946991,-0.068205856,-0.30905074,-0.10134875,-0.01922504,-1.0518904,-0.13517483,-0.033866696,0.23989859,-0.7263943
0.10659077,-0.16010596,0.54659355,-0.56534994,-0.06693827,-0.08552137,-0.32493222,-0.101829134,-0.04690367,0.21455832,-0.18216562,-0.027365526,0.26499936,-0.6915212
-0.030786475,-0.18756376,-0.19552048,-0.42448965,-0.1181838,-0.07476016,-0.3193304,-0.1080938,-0.023201723,-1.1316136,-0.14304131,-0.029586403,0.26016963,-0.72949713
-0.039491728,0.11926503,0.115899116,0.051810645,-0.07196417,-0.1034462,-0.2881496,-0.0781355,-0.009339644,-0.3965457,-0.14182046,-0.030704552,0.3282578,-0.6981163
-0.02141739,0.08670186,-0.23250957,0.061123148,-0.053122036,-0.09070503,-0.28070003,-0.094662845,-0.01170038,0.21835344,0.11224732,-0.024037272,0.3684956,-0.5945635
-0.020759236,-0.18882683,0.07243544,-0.61357874,-0.1165528,-0.071807936,-0.46549803,-0.1144631,-0.036949404,-1.4009918,0.13077486,-0.033593588,0.32969457,-0.75924087
-0.037142064,-0.1398726,0.10073983,0.109526016,-0.11669007,-0.07713877,-0.30903906,-0.11552098,-0.03033225,-1.0908866,-0.1607246,-0.033331737,0.27215603,-0.72143424
-0.035359193,0.1701045,-0.1920281,-0.7734047,-0.106377795,-0.051641047,-0.4174987,-0.108755425,-0.03412194,-0.879331,-0.0924522,-0.03085578,-0.37940493,-0.7277238
-0.029457793,0.05697682,0.16525038,0.4204155,-0.048936967,0.19577003,0.20357418,-0.079704374,-0.011624953,0.3653696,0.080874585,-0.011324939,-0.40722352,-0.5413433
-0.020210564,-0.22335629,0.41896746,-0.30281997,-0.11891217,-0.08719213,-0.36885104,-0.11719605,-0.051041827,-1.5041378,-0.19130841,-0.031027196,0.2688303,-0.73892117
-0.00013523875,-0.11486331,0.505376,0.053199623,-0.02437507,-0.06426312,0.20809914,-0.115768604,-0.021854034,0.2946407,-0.18972497,-0.012678675,0.26995596,-0.5467416
0.13080037,-0.112981014,0.15497683,0.05688848,0.25002027,0.33896145,0.13237804,-0.09039262,-0.015827553,0.16271387,-0.11366177,-0.014017378,0.28002855,-0.5075806
-0.020053416,-0.117250286,0.101781264,-0.7156503,-0.07330787,-0.09844262,0.33304787,-0.12652023,-0.015037956,-0.06653395,-0.19282606,-0.027414693,0.28832182,-0.66775787
0.0688266,0.16324952,0.40540022,0.40911838,0.13851169,0.18208484,0.12581669,-0.086681835,-0.06419224,-0.03336843,0.0068906066,0.06858826,-0.31837824,-0.50787765
-0.01586502,-0.13316548,-0.20970161,-0.7329797,-0.08124283,-0.10160568,-0.30198675,-0.11839653,-0.015244304,0.21199676,-0.14162722,-0.025429819,0.3761533,-0.6815488
-0.02537357,0.16265105,-0.18954429,-0.33365571,-0.09852526,-0.099225596,-0.38100258,-0.11026739,-0.042354155,-1.3367114,-0.1147837,-0.033348896,-0.39409214,-0.68058085
-0.022981003,-0.09828916,-0.20877948,-0.62524563,-0.06192739,-0.09082704,0.30316228,-0.13241182,-0.013870059,0.26477936,-0.14366327,-0.018209105,-0.38479066,-0.6270009
-0.036573365,-0.14708449,-0.20030715,-0.45940557,-0.10625033,-0.05386675,-0.35559326,-0.10554041,-0.026446842,-1.0176742,-0.117239885,-0.03295749,-0.3004706,-0.7260956
-0.033176873,-0.12130094,-0.23486233,0.1088769,-0.06632443,-0.03444804,-0.40733188,-0.100030005,-0.025726222,-0.89874625,0.095860824,-0.03443155,-0.28861475,-0.70075744
-0.01976394,0.021840638,-0.17844631,-0.26261166,0.22055835,-0.054185662,-0.21975105,1.0119299,-0.012332339,0.15591806,-0.06809036,-0.021975687,-0.41523927,-0.5336334
-0.029047076,0.08631966,0.12057566,0.08575463,-0.06144085,-0.10610281,-0.2743336,-0.09276514,-0.009260358,-0.028405964,-0.13919705,-0.030323802,0.33061063,-0.64042443
-0.029977668,0.19201978,-0.20588876,-0.66240495,-0.09971844,-0.09933954,-0.32385936,-0.10472939,-0.01808509,-0.40268606,-0.12597325,-0.025742926,0.34145287,-0.7209975
-0.0317041,0.063621104,-0.26032317,0.07098596,-0.030689526,-0.06535999,0.21143724,-0.1103802,-0.015794458,0.38354626,0.08482553,-0.008066732,-0.3944481,-0.5501331
0.35203838,0.17458372,0.10533927,0.089008555,-0.08892128,-0.09678908,-0.35325146,-0.07895712,-0.020878494,-0.7308712,0.11335194,-0.028038858,0.32863078,-0.6939313
-0.03971191,-0.14832798,-0.2338575,-0.38828072,-0.09738221,-0.07268648,-0.31182882,-0.09802647,-0.030032687,-0.751031,-0.1352767,-0.028758785,-0.33292714,-0.7177165
-0.037242103,0.09239121,-0.22929214,-0.30149662,0.33693448,-0.084240384,-0.2661509,-0.08503146,-0.02405316,-0.13713975,0.07993483,-0.029483642,-0.4322162,-0.6233484
-0.038180534,0.17291033,-0.20741715,-0.3318082,-0.10402907,0.3094827,-0.30841687,-0.06587806,-0.011295511,-0.39908877,0.09535655,-0.022549188,0.3969608,-0.6773752
-0.03603559,-0.1802207,-0.21500626,0.048954476,-0.092957,0.26329294,0.32426128,-0.08859917,-0.019182505,-0.6811773,0.12397619,-0.018110065,0.29448265,-0.6181098
-0.034749877,-0.068843566,-0.24184068,0.0804206,-0.040989928,-0.0721264,-0.34116733,-0.10521,-0.014323954,-0.006866478,0.11313778,-0.025328454,-0.36177877,-0.63175493
-0.03299889,0.0749796,0.1281469,-0.3128611,-0.045187462,-0.060072277,0.21516198,-0.09218481,-0.015049624,0.45497414,0.09898614,-0.01447771,-0.44534114,-0.5802072
-0.03314558,0.21813527,-0.22752939,-0.6367314,-0.11253979,-0.07438707,-0.40621716,-0.10403379,-0.029654307,-0.8482047,0.10858567,-0.024721006,0.3823066,-0.7222384
-0.037697826,-0.17660841,-0.22636636,0.034958858,0.49877748,0.1442001,-0.20007738,-0.10266666,-0.032177754,-0.6101737,-0.078230746,-0.027363334,0.33388984,-0.65264434
-0.016639244,-0.07565365,0.4664795,0.37181136,0.21288054,0.12400086,0.26111323,-0.10206464,-0.034659196,0.0044335434,-0.13299477,-0.03066049,-0.33260283,-0.55585563
0.12066609,0.15771344,0.4749085,0.54772687,0.18927953,0.19505754,0.19318691,-0.07367465,-0.06565792,0.0927341,0.049054034,0.16532052,-0.33889428,-0.52065736
-0.037779383,0.03653385,0.082623094,0.044377793,0.11596902,-0.040331017,0.21443804,0.9135241,-0.01848289,0.3204645,0.043421056,-0.011890666,-0.41041207,-0.46488264
0.12579454,-0.12781149,-0.14986947,0.06864923,0.2525575,0.33674857,0.12073437,-0.08943343,-0.016903743,0.63472176,-0.091880016,-0.0063225734,0.26370257,-0.47057316
0.15109174,-0.13868347,0.19594364,0.104715586,0.27120265,-0.10610283,-0.12325955,-0.08588385,-0.011948724,0.60128987,-0.07596188,-0.015359488,0.31670806,-0.5446424
-0.019317066,0.10530978,-0.193157,0.5071149,-0.07778712,0.3446625,0.24399133,-0.09597357,-0.006030129,0.0850372,-0.1331457,-0.02310175,0.36150444,-0.5276579
-0.06533519,0.07696815,-0.16910154,0.75528073,0.5066996,0.25114855,-0.28897083,-0.08944514,-0.030555218,-0.76740056,-0.016881779,-0.044295195,-0.38004535,-0.6209804
-0.038066525,0.13731663,-0.22934079,0.09107969,-0.10662732,0.08571992,-0.34354138,-0.10973461,-0.041291583,-1.0285264,-0.09454126,-0.026749464,-0.40764317,-0.66134363
-0.016896829,-0.11403858,-0.18902664,-0.06531607,-0.16777174,-0.10872298,-0.3812248,-0.12626824,-0.04361079,-1.7611374,-0.14395036,-0.029789088,0.23712547,-0.6936868
-0.02407917,0.087499365,-0.18938693,-0.27489588,-0.06727165,-0.06805117,-0.18951593,-0.08035192,-0.014741691,1.0570704,-0.11377693,-0.02522504,-0.39419824,-0.5869494
-0.024424344,-0.082740776,0.15002787,0.1087182,-0.055776764,-0.10199839,-0.27267727,-0.10316651,-0.007867829,0.0020960178,-0.14582783,-0.027626488,0.3027961,-0.6495849
-0.035544198,0.13034104,-0.21400481,0.090902366,-0.096420944,-0.05640225,-0.3626359,-0.111874156,-0.04109268,-0.9270595,-0.1270932,-0.03216444,-0.36821613,-0.65703005
-0.026673052,-0.09906548,-0.23093165,-0.8162865,-0.05757997,-0.0724208,-0.35461718,-0.109406404,-0.019972093,0.37524435,0.09743057,-0.017561173,-0.46323416,-0.68018985
-0.0033454327,0.060615376,0.08475147,0.7146613,0.042505637,-0.08664319,-0.08243322,0.7993946,0.008904063,0.68084204,-0.047395613,-0.03387533,0.28736657,-0.45218015
-0.021882482,-0.13779458,-0.15786768,-0.5259529,-0.1557239,-0.07785606,-0.4580732,-0.13013183,-0.048743006,-1.0190476,-0.10843817,-0.03145745,-0.35361734,-0.7106492
-0.03287724,0.111298405,0.07250485,-0.7783569,-0.08031062,-0.07622115,-0.3572219,-0.10455066,-0.026371082,-0.047845308,-0.12634607,-0.029888326,-0.3954337,-0.7389042
-0.030786475,-0.18756376,-0.19552048,-0.42448965,-0.1181838,-0.07476016,-0.3193304,-0.1080938,-0.023201723,-1.1316136,-0.14304131,-0.029586403,0.26016963,-0.72949713
-0.016315985,-0.13820094,-0.1672908,-0.36888427,-0.17819415,-0.10152879,-0.43705562,-0.13370822,-0.037913673,-1.2753333,-0.13408002,-0.02752915,0.28958014,-0.7191339
-0.032192495,0.0339403,-0.15317215,-0.02515039,0.007880518,-0.018286584,0.12596647,0.69457227,-0.015843842,0.3622433,0.096552014,-0.013560598,-0.3331206,1.7802846
-0.022754699,0.18179044,-0.19249827,-0.6158504,-0.10255358,-0.09175921,-0.4536659,-0.12102552,-0.04886769,-1.2209018,-0.095882244,-0.030928226,-0.42596403,-0.6950228
-0.03012555,0.07686758,-0.24207647,0.0918299,-0.05570435,-0.07135045,-0.21495336,-0.09521517,-0.010594046,0.61704826,-0.08135707,-0.012560821,-0.42556712,-0.5858843
-0.021877162,0.1366214,-0.22083226,0.5135828,-0.09159323,0.23574325,0.3150259,-0.06427955,-0.029765455,-0.0830807,0.107523754,0.24558012,0.34863397,-0.5726068
-0.03399398,-0.12462812,-0.21351682,0.10674643,-0.09138243,-0.05186505,-0.35450983,-0.1077349,-0.024480559,-0.88173795,-0.11593014,-0.032713626,-0.2775934,-0.70410264
-0.026064971,-0.07103519,-0.24225718,0.08366331,-0.038611375,-0.074747846,-0.37446204,-0.11251826,-0.014223743,0.36580113,-0.12269523,-0.015332397,-0.35358217,-0.58281803
0.24497138,0.13069959,0.57208955,0.115961,-0.0626795,0.23143081,-0.20801942,-0.06901275,-0.031253777,0.33703074,0.10581027,-0.012294808,-0.37900406,-0.5980902
-0.03792243,0.15096514,-0.18462807,-0.42213622,-0.10234946,-0.05526493,-0.36321414,-0.09591338,-0.026468134,-0.926066,-0.11164887,-0.03268023,-0.34658182,-0.71317005
-0.036465835,-0.18593322,0.11702537,-0.3880597,-0.10254264,-0.08714005,-0.28582302,-0.09379404,-0.023819529,-0.7914736,-0.15973125,-0.029564694,0.28484255,-0.743937
-0.04419817,-0.12027975,0.09512106,-0.4540147,-0.10461261,-0.0637151,-0.35626224,-0.097906284,-0.030218063,-1.0138993,-0.13669193,-0.033447746,-0.32988328,-0.74646306
-0.025665162,-0.15890676,-0.24158731,-0.3626676,-0.069640644,-0.08600954,0.3434069,-0.106697366,-0.011155087,-0.39047706,0.16850345,-0.02904758,0.294327,-0.6307285
-0.02836771,-0.073170155,0.12266073,-0.36850992,-0.058350936,-0.07648829,0.21427655,-0.11131217,-0.0064192126,0.27181968,-0.16207786,-0.021172313,-0.3748551,-0.59027016
-0.028517019,-0.06867004,0.18723449,0.014224074,-0.02271324,-0.09647359,0.18027072,-0.06979088,-0.001692682,0.02893468,0.12333434,-0.03362729,0.24303812,2.5523288
-0.032790266,0.13307685,-0.25657842,0.5059737,0.4042831,-0.095884226,0.252268,-0.07843542,0.36429062,-0.09367091,-0.09686224,0.6224085,-0.3055502,-0.5466325
-0.032385897,0.17325257,-0.20846564,-0.3498002,-0.093692675,-0.1038096,-0.29448658,-0.088115565,-0.010810699,-0.4214592,-0.14844367,-0.027782524,0.32956076,-0.6944897
0.27296397,0.088576,0.14308137,0.52066463,-0.08104197,-0.09284212,-0.2847774,-0.07347537,-0.011564549,-0.24196257,-0.1559281,-0.034887053,-0.3540724,-0.6756406
0.2342564,0.111026704,-0.3043299,0.09722133,-0.08555542,-0.021395797,-0.4015019,-0.06569426,-0.038667787,-0.5983103,0.09122278,0.40825704,-0.29284295,-0.6892112
-0.032728825,-0.09831704,-0.17611031,-0.4154039,-0.057509195,0.018014101,-0.3232611,1.1078613,0.21581146,-0.43002564,0.076719694,0.2477549,-0.3283342,-0.6286636
-0.042600464,0.10045566,-0.21728873,0.027337203,-0.07125713,-0.08135578,-0.32074943,-0.08511765,-0.018258825,-0.400652,-0.12969244,-0.027079294,-0.38319686,-0.6827227
-0.035896894,-0.06265491,-0.21740638,0.053179774,0.21097383,0.2794206,0.24187635,-0.09541121,-0.025497897,0.08114731,0.07711116,-0.015501699,-0.42062438,-0.50752366
-0.029844545,-0.16787644,-0.21066862,-0.3940426,-0.09231812,-0.09985994,-0.29213598,-0.09775616,-0.012905474,-0.4900185,-0.15578094,-0.027006118,0.29423666,-0.7061117
-0.03415239,0.05567863,-0.24160087,0.063675456,-0.05565627,0.2031386,0.21708734,-0.090564735,-0.015565117,0.36254987,0.06854698,-0.004557854,-0.43747965,-0.52728164
-0.036065005,0.06381786,0.10190415,-0.28072268,0.21792535,-0.0810718,0.19328472,-0.088048585,-0.020338353,0.1397001,0.09518825,-0.024118999,-0.4470426,-0.5715954
-0.034233335,0.090108514,0.10356491,-0.3856844,-0.07471107,-0.08110832,-0.30322006,-0.09122219,-0.017518625,-0.09328138,-0.1371633,-0.03182139,-0.3721063,-0.67941105
-0.040163938,-0.11824763,-0.24164453,0.065090545,-0.082229,-0.07540052,-0.3126876,-0.098163374,-0.028704043,-0.72787476,-0.13069955,-0.02679392,-0.33373892,-0.69866943
-0.02764651,-0.07474042,-0.25602958,-0.31428394,-0.04323821,-0.07042589,0.21879146,-0.111092515,-0.010020141,0.4209434,0.106207065,-0.009551733,-0.4265769,-0.5625869
0.18546088,0.12988469,0.40218928,0.23461892,-0.04803429,0.13745992,0.15229298,0.3842132,0.22856085,-0.008801816,0.11894849,-0.050979458,-0.3551563,2.1164253
-0.030917415,0.10282677,0.090778895,0.046846714,-0.047926247,-0.08885107,0.14588806,-0.096333496,-0.009003333,0.74368507,-0.13133793,-0.018023647,0.2898006,-0.52311254
-0.016896829,-0.11403858,-0.18902664,-0.06531607,-0.16777174,-0.10872298,-0.3812248,-0.12626824,-0.04361079,-1.7611374,-0.14395036,-0.029789088,0.23712547,-0.6936868
-0.026416479,-0.16397278,-0.23580377,0.06144532,-0.09852796,-0.084472485,0.33279786,-0.12291257,-0.02175432,-0.8206962,-0.19298911,-0.03038424,0.23391643,-0.6399292
-0.013948516,-0.11018296,0.17972873,0.030985324,-0.046655763,0.19929154,0.17524973,-0.08758101,-0.018792845,0.38982812,0.08250997,0.057044253,0.3185542,-0.5298362
-0.026341464,-0.1782045,-0.24674629,0.044733427,-0.08104758,-0.094269544,0.29720718,-0.114329115,-0.020178037,-0.6913869,-0.18195172,-0.026794355,0.25182784,-0.63974136
-0.03415239,0.05567863,-0.24160087,0.063675456,-0.05565627,0.2031386,0.21708734,-0.090564735,-0.015565117,0.36254987,0.06854698,-0.004557854,-0.43747965,-0.52728164
-0.038474772,-0.1239851,0.10537826,0.11255404,-0.0946991,-0.068205856,-0.30905074,-0.10134875,-0.01922504,-1.0518904,-0.13517483,-0.033866696,0.23989859,-0.7263943
-0.024189413,0.12331806,-0.16455294,-0.0704835,-0.16999128,-0.1367331,-0.3930732,-0.11473384,-0.03987304,-1.7537133,-0.14301392,-0.02903254,0.32714728,-0.67992896
-0.027216254,-0.16510671,0.57610637,-0.54790056,-0.10686654,-0.042859588,0.48027426,-0.12710267,-0.061521523,-0.82044715,-0.21192275,-0.0345622,-0.33003634,-0.67190915
-0.020297382,0.24681649,-0.18623854,-0.49065855,-0.12903051,-0.119232394,-0.40149322,-0.123715214,-0.035335448,-1.238769,-0.12531841,-0.026548536,0.36350307,-0.70172703
